CrashSeverity,Latitude,Longitude
Injury Possible,40.820747,-82.016137
Property Damage Only,40.753256,-81.979759
Serious Injury Suspected,40.711007,-81.899761
Minor Injury Suspected,40.693534,-81.745932
Property Damage Only,40.915631,-81.927487
Property Damage Only,40.797063,-81.746297
Injury Possible,40.799316,-81.738934
Property Damage Only,40.798329,-81.8932
Property Damage Only,40.960343,-81.658844
Property Damage Only,40.913663,-82.108834
Property Damage Only,40.800775,-81.913593
Property Damage Only,40.78815,-81.939283
Property Damage Only,40.990887,-82.082684
Property Damage Only,40.887623,-81.820501
Minor Injury Suspected,40.841331,-82.017613
Minor Injury Suspected,40.858551,-81.983176
Minor Injury Suspected,40.960848,-81.86433
Minor Injury Suspected,40.711469,-81.892035
Property Damage Only,40.693087,-82.112078
Minor Injury Suspected,40.704432,-82.09422
Minor Injury Suspected,40.73405,-82.082992
Property Damage Only,40.797778,-81.765178
Property Damage Only,40.763106,-81.690796
Property Damage Only,40.944594,-81.946183
Property Damage Only,40.724698,-82.053022
Minor Injury Suspected,40.756999,-81.930966
Property Damage Only,40.811902,-81.844486
Minor Injury Suspected,40.948465,-82.081763
Property Damage Only,40.940303,-82.099787
Property Damage Only,40.797561,-81.666505
Property Damage Only,40.802239,-82.001386
Property Damage Only,40.737555,-81.817394
Property Damage Only,40.802622,-82.009538
Property Damage Only,40.733809,-81.809707
Property Damage Only,40.695854,-82.107582
Minor Injury Suspected,40.693557,-82.110943
Minor Injury Suspected,40.809838,-81.692354
Property Damage Only,40.696348,-81.883048
Minor Injury Suspected,40.92508,-81.648612
Property Damage Only,40.686055,-81.818024
Minor Injury Suspected,40.964272,-82.120342
Property Damage Only,40.877765,-82.108503
Property Damage Only,40.797548,-81.87717
Property Damage Only,40.879879,-81.943856
Property Damage Only,40.925422,-81.986549
Property Damage Only,40.985587,-81.663319
Property Damage Only,40.879241,-81.919501
Minor Injury Suspected,40.847785,-81.86161
Fatal,40.879386,-81.919575
Minor Injury Suspected,40.820276,-81.932759
Property Damage Only,40.736921,-81.886012
Minor Injury Suspected,40.935476,-82.109299
Minor Injury Suspected,40.936013,-82.109451
Minor Injury Suspected,40.845378,-81.974247
Property Damage Only,40.724242,-81.784186
Property Damage Only,40.755522,-81.848567
Property Damage Only,40.895027,-81.655859
Serious Injury Suspected,40.757311,-81.877288
Property Damage Only,40.777241,-81.882322
Serious Injury Suspected,40.97198,-81.671023
Property Damage Only,40.701548,-82.005094
Minor Injury Suspected,40.792224,-81.873428
Property Damage Only,40.762765,-81.690877
Property Damage Only,40.673614,-81.731005
Property Damage Only,40.844467,-81.799303
Property Damage Only,40.796491,-81.765336
Minor Injury Suspected,40.79768,-81.668497
Minor Injury Suspected,40.763209,-81.984542
Minor Injury Suspected,40.922636,-81.763203
Property Damage Only,40.881401,-81.763184
Property Damage Only,40.822334,-81.779671
Serious Injury Suspected,40.668641,-82.05287
Property Damage Only,40.785177,-81.951837
Fatal,40.818491,-82.04789
Property Damage Only,40.98051,-81.855222
Property Damage Only,40.965285,-82.086811
Property Damage Only,40.974776,-81.996639
Property Damage Only,40.83066,-81.842344
Property Damage Only,40.831842,-81.964897
Property Damage Only,40.76309,-81.931755
Property Damage Only,40.753811,-81.930385
Minor Injury Suspected,40.717228,-81.696793
Property Damage Only,40.796642,-81.766016
Minor Injury Suspected,40.794639,-81.791677
Injury Possible,40.828938,-81.842217
Property Damage Only,40.934851,-81.743187
Property Damage Only,40.722717,-81.745304
Injury Possible,40.901047,-81.973327
Property Damage Only,40.968314,-81.821916
Property Damage Only,40.938709,-82.014385
Property Damage Only,40.731641,-81.803753
Minor Injury Suspected,40.869761,-81.763512
Minor Injury Suspected,40.710942,-81.745964
Minor Injury Suspected,40.942364,-81.903564
Minor Injury Suspected,40.822022,-81.728182
Serious Injury Suspected,40.859103,-81.793704
Property Damage Only,40.765725,-81.901811
Property Damage Only,40.987792,-81.96877
Property Damage Only,40.828985,-81.842416
Minor Injury Suspected,40.686325,-81.854849
Property Damage Only,40.945783,-81.877129
Property Damage Only,40.721804,-81.823136
Injury Possible,40.797297,-81.667598
Property Damage Only,40.921623,-81.770027
Property Damage Only,40.982371,-81.838178
Property Damage Only,40.758109,-81.843681
Injury Possible,40.9834,-81.715479
Injury Possible,40.760596,-81.82412
Property Damage Only,40.795613,-81.913771
Property Damage Only,40.874029,-81.763333
Property Damage Only,40.7081,-81.835081
Minor Injury Suspected,40.872853,-81.76337
Minor Injury Suspected,40.797018,-81.678443
Property Damage Only,40.667421,-81.923782
Minor Injury Suspected,40.925968,-81.763364
Property Damage Only,40.927923,-82.121683
Property Damage Only,40.684681,-81.745754
Property Damage Only,40.917936,-81.782421
Property Damage Only,40.68934,-81.952476
Property Damage Only,40.816039,-81.774922
Property Damage Only,40.799057,-81.863191
Minor Injury Suspected,40.989738,-81.994857
Property Damage Only,40.872657,-81.844372
Property Damage Only,40.79552,-81.704936
Minor Injury Suspected,40.79648,-81.755447
Property Damage Only,40.95396,-81.76347
Property Damage Only,40.958099,-81.937694
Injury Possible,40.767148,-81.904803
Property Damage Only,40.711048,-81.90582
Property Damage Only,40.718159,-81.765579
Injury Possible,40.842936,-81.955984
Property Damage Only,40.814747,-81.822429
Injury Possible,40.790449,-82.072171
Property Damage Only,40.871905,-81.7037
Minor Injury Suspected,40.742103,-81.745008
Property Damage Only,40.902331,-81.782205
Property Damage Only,40.978873,-82.042836
Injury Possible,40.770601,-81.67004
Property Damage Only,40.931623,-82.116942
Property Damage Only,40.813606,-82.038637
Property Damage Only,40.822304,-81.779463
Property Damage Only,40.699988,-82.018268
Minor Injury Suspected,40.96482,-81.795895
Property Damage Only,40.777569,-81.976609
Minor Injury Suspected,40.857877,-81.939902
Minor Injury Suspected,40.711499,-81.944151
Property Damage Only,40.988607,-81.665289
Property Damage Only,40.932183,-82.115978
Property Damage Only,40.824798,-82.023274
Property Damage Only,40.857822,-81.885262
Property Damage Only,40.76317,-81.745137
Property Damage Only,40.741365,-81.944208
Minor Injury Suspected,40.886815,-81.821634
Minor Injury Suspected,40.818408,-81.774747
Injury Possible,40.888426,-81.729548
Minor Injury Suspected,40.809783,-81.873583
Property Damage Only,40.760038,-81.884375
Minor Injury Suspected,40.858087,-81.973642
Property Damage Only,40.797067,-81.748132
Property Damage Only,40.670876,-82.098087
Property Damage Only,40.960322,-81.847735
Minor Injury Suspected,40.836206,-82.002573
Injury Possible,40.98743,-82.020968
Property Damage Only,40.978119,-81.815585
Property Damage Only,40.940937,-82.116707
Property Damage Only,40.797772,-81.876443
Property Damage Only,40.9733,-82.047924
Property Damage Only,40.988468,-82.033446
Property Damage Only,40.72381,-82.054736
Property Damage Only,40.796978,-81.76361
Property Damage Only,40.79614,-81.818835
Property Damage Only,40.988415,-81.706033
Minor Injury Suspected,40.978476,-82.100865
Property Damage Only,40.876232,-81.763376
Property Damage Only,40.671294,-81.87718
Minor Injury Suspected,40.974807,-81.998615
Property Damage Only,40.865683,-81.956294
Property Damage Only,40.696554,-81.706028
Minor Injury Suspected,40.858023,-82.041203
Property Damage Only,40.800425,-81.785103
Minor Injury Suspected,40.950894,-82.074166
Property Damage Only,40.796458,-81.762831
Minor Injury Suspected,40.974684,-81.995994
Property Damage Only,40.916578,-81.789258
Minor Injury Suspected,40.857782,-81.877946
Property Damage Only,40.873779,-81.720123
Property Damage Only,40.888412,-81.762689
Property Damage Only,40.945282,-81.744574
Property Damage Only,40.719118,-81.960881
Minor Injury Suspected,40.947364,-81.847822
Property Damage Only,40.795371,-81.687699
Minor Injury Suspected,40.810014,-81.693209
Minor Injury Suspected,40.947008,-82.083239
Serious Injury Suspected,40.81186,-81.844239
Property Damage Only,40.973673,-81.970826
Property Damage Only,40.682212,-82.021291
Minor Injury Suspected,40.924235,-81.765469
Minor Injury Suspected,40.671408,-81.734446
Minor Injury Suspected,40.887054,-81.891527
Property Damage Only,40.921127,-81.909112
Property Damage Only,40.694497,-81.703198
Minor Injury Suspected,40.873825,-81.842366
Minor Injury Suspected,40.941567,-81.993642
Serious Injury Suspected,40.695869,-81.739341
Property Damage Only,40.794946,-81.918839
Property Damage Only,40.924948,-81.76423
Property Damage Only,40.937611,-81.656066
Property Damage Only,40.682241,-81.842386
Property Damage Only,40.69866,-81.692137
Minor Injury Suspected,40.756679,-81.863616
Property Damage Only,40.880788,-81.896781
Property Damage Only,40.857898,-81.934629
Fatal,40.821981,-82.056466
Property Damage Only,40.741018,-81.816112
Property Damage Only,40.897143,-81.807633
Property Damage Only,40.8947,-82.011542
Property Damage Only,40.888717,-81.729661
Minor Injury Suspected,40.941951,-81.975868
Minor Injury Suspected,40.854276,-81.942032
Injury Possible,40.942972,-81.764123
Property Damage Only,40.764062,-81.983172
Minor Injury Suspected,40.778193,-81.963295
Property Damage Only,40.842805,-81.953292
Property Damage Only,40.798433,-81.887542
Property Damage Only,40.857714,-81.897335
Property Damage Only,40.81154,-81.991329
Minor Injury Suspected,40.974758,-81.914162
Serious Injury Suspected,40.894215,-81.916178
Minor Injury Suspected,40.867388,-81.976697
Minor Injury Suspected,40.955672,-81.736213
Minor Injury Suspected,40.908206,-81.936173
Property Damage Only,40.795744,-81.904271
Property Damage Only,40.767033,-82.02814
Property Damage Only,40.965045,-81.713143
Property Damage Only,40.685264,-81.711917
Injury Possible,40.873347,-82.108576
Injury Possible,40.796234,-81.745662
Property Damage Only,40.723768,-82.054831
Property Damage Only,40.96209,-81.722619
Minor Injury Suspected,40.970311,-81.661185
Minor Injury Suspected,40.836511,-81.715107
Minor Injury Suspected,40.797585,-81.84389
Property Damage Only,40.797896,-81.652143
Property Damage Only,40.731523,-81.803464
Minor Injury Suspected,40.915284,-81.763412
Property Damage Only,40.901087,-81.975808
Serious Injury Suspected,40.981318,-81.855355
Property Damage Only,40.926957,-82.109038
Property Damage Only,40.798266,-82.00321
Property Damage Only,40.859139,-81.80399
Minor Injury Suspected,40.672669,-81.950069
Property Damage Only,40.799988,-81.718894
Minor Injury Suspected,40.806938,-81.812845
Injury Possible,40.944464,-81.954232
Property Damage Only,40.675393,-81.864424
Property Damage Only,40.963695,-82.058356
Fatal,40.668129,-82.087172
Property Damage Only,40.79359,-81.982201
Minor Injury Suspected,40.830074,-82.126324
Minor Injury Suspected,40.771286,-81.972982
Property Damage Only,40.988417,-81.730259
Injury Possible,40.875198,-81.840116
Injury Possible,40.882649,-81.918876
Property Damage Only,40.970103,-81.661279
Injury Possible,40.974266,-81.855355
Minor Injury Suspected,40.973726,-81.95791
Property Damage Only,40.938412,-82.015988
Property Damage Only,40.765988,-81.980277
Property Damage Only,40.798651,-81.648161
Property Damage Only,40.982401,-81.855949
Serious Injury Suspected,40.95786,-81.899195
Minor Injury Suspected,40.693863,-81.745956
Property Damage Only,40.98793,-81.753747
Property Damage Only,40.901155,-81.976432
Property Damage Only,40.711698,-81.784376
Property Damage Only,40.844051,-81.725941
Minor Injury Suspected,40.97822,-81.761732
Fatal,40.962769,-81.850716
Minor Injury Suspected,40.857533,-82.109771
Property Damage Only,40.796591,-81.837093
Injury Possible,40.873571,-81.749952
Property Damage Only,40.799069,-81.708296
Property Damage Only,40.829523,-81.804272
Property Damage Only,40.916681,-81.782757
Property Damage Only,40.791308,-81.794024
Property Damage Only,40.806335,-81.905634
Minor Injury Suspected,40.902136,-81.703481
Property Damage Only,40.799552,-81.735357
Property Damage Only,40.784597,-81.889194
Minor Injury Suspected,40.925576,-81.763196
Property Damage Only,40.802144,-82.019233
Injury Possible,40.858341,-81.983179
Property Damage Only,40.794067,-81.808536
Property Damage Only,40.944878,-81.743556
Property Damage Only,40.722886,-82.073281
Property Damage Only,40.79299,-81.978542
Property Damage Only,40.828978,-81.859449
Minor Injury Suspected,40.800897,-81.725782
Property Damage Only,40.940519,-81.704398
Property Damage Only,40.858306,-81.877765
Minor Injury Suspected,40.836802,-81.676726
Injury Possible,40.944958,-81.993698
Minor Injury Suspected,40.726331,-81.823694
Property Damage Only,40.768958,-82.004059
Property Damage Only,40.756912,-81.871821
Property Damage Only,40.943995,-82.088989
Property Damage Only,40.887904,-81.820076
Property Damage Only,40.8302,-82.027975
Property Damage Only,40.675244,-81.822512
Minor Injury Suspected,40.767699,-81.745297
Property Damage Only,40.971063,-82.050019
Minor Injury Suspected,40.85805,-82.108453
Property Damage Only,40.882177,-81.918878
Property Damage Only,40.944543,-81.967459
Minor Injury Suspected,40.908956,-81.979249
Property Damage Only,40.784763,-81.963852
Injury Possible,40.849991,-81.80395
Property Damage Only,40.798489,-81.755219
Property Damage Only,40.772079,-81.843676
Property Damage Only,40.829392,-81.877558
Minor Injury Suspected,40.885853,-81.822805
Minor Injury Suspected,40.740462,-82.02467
Property Damage Only,40.952167,-82.084242
Serious Injury Suspected,40.675926,-82.004759
Property Damage Only,40.951996,-81.739515
Property Damage Only,40.851679,-81.800148
Serious Injury Suspected,40.783266,-81.965674
Property Damage Only,40.71688,-82.068473
Injury Possible,40.71236,-82.007921
Minor Injury Suspected,40.936275,-82.010567
Property Damage Only,40.940088,-82.098214
Property Damage Only,40.796637,-81.750829
Injury Possible,40.718347,-81.915504
Minor Injury Suspected,40.829004,-81.715477
Minor Injury Suspected,40.795433,-81.915157
Property Damage Only,40.87261,-81.76347
Property Damage Only,40.868206,-81.763559
Minor Injury Suspected,40.868206,-81.763559
Property Damage Only,40.807736,-82.021215
Property Damage Only,40.898278,-81.681312
Property Damage Only,40.82297,-81.76507
Property Damage Only,40.792999,-81.961259
Serious Injury Suspected,40.790387,-81.934482
Property Damage Only,40.728193,-81.662402
Minor Injury Suspected,40.878574,-82.108101
Property Damage Only,40.942102,-81.657291
Property Damage Only,40.982051,-81.856912
Property Damage Only,40.829352,-81.837537
Property Damage Only,40.799208,-82.022602
Minor Injury Suspected,40.796916,-81.755318
Injury Possible,40.824389,-82.061809
Property Damage Only,40.930788,-82.11822
Property Damage Only,40.79662,-81.755099
Property Damage Only,40.794354,-81.919866
Serious Injury Suspected,40.741121,-81.778311
Minor Injury Suspected,40.792965,-81.98253
Property Damage Only,40.817733,-82.046079
Injury Possible,40.935878,-82.108178
Property Damage Only,40.982078,-81.914139
Property Damage Only,40.87888,-82.108471
